Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,OH,2020,8,Male,14,Right-Handed,155,24,162,1,Walk,3,0.523,43,Soccer,390,400,700,700,100,100,24,Same length,80,75,Index finger,December,Winter,No,No,Seafood,Milk,History,9,10,5,Yes - broadband connection,Text messaging,10,12,1,1,2,30,4,5,1,1,30,5,0,2,Some,Other,Rock and roll,Telepathy,Healthy,Teacher,Health
USA,NC,2020,12,Male,16,Right-Handed,192,29,201,1,Car,5,0.37,35,Basketball,600,650,900,900,300,1000,29.5,Right foot,85,85,Same length,August,Fall,No,No,Meat,Water,History,6,9,4,Yes - broadband connection,Text messaging,20,100,10,0.5,6,2,3,5,4,2,10,3,0,3,A lot,Graduate degree,Jazz,Fly,Happy,Relative,Health
USA,OH,2020,11,Female,16,Right-Handed,170.1,28,166,2,Bus,30,0.506,47,Swimming,1000,1000,200,1000,200,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2020,12,Female,17,Right-Handed,170,22,167,1,Car,70,0.52,64,Swimming,1000,500,900,300,1000,1000,23,Left foot,100,70,Index finger,May,Fall,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,08-Jul,12,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",55,45,10,6,20,9,1,0,25,7,70,30,0,2,Some,Graduate degree,Rap/Hip hop,Telepathy,Famous,Actor,International aid
USA,SC,2020,10,Female,15,Right-Handed,,15,9,1,Bus,50,50,0,Baseball/Softball,,yes,,,,yes,14.73,Same length,9,8.5,Ring finger,September,Winter,Yes,No,Seafood,Soft drink (caffeinated),Mathematics and statistics,8,10,2,Yes - other,In person,0,0,0,3,6,0,0,0,0,12,6,12,0,2,None,Some college,Rap/Hip hop,Super strength,Healthy,Musician or singer,Education/Youth development
USA,MD,2020,11,Male,16,Right-Handed,174,24,180,3,Car,25,0.386,50,Other,348,455,428,840,818,824,24,Same length,72,76,Ring finger,February,Winter,Yes,No,Meat,Water,Music,5,5,4,Yes - broadband connection,Text messaging,300,300,0.5,0.1,21,5,0,3,2,8,35,0,0,3,A lot,Graduate degree,Classical,Freeze time,Happy,Musician or singer,"Arts, culture, sports"
USA,MA,2020,11,Male,17,Right-Handed,179,25.5,165,2,Car,5,0.25,42,Table Tennis,1000,1000,500,1000,700,700,25.5,Same length,90,100,Ring finger,September,Winter,Yes,No,Rice/Noodle dishes,Water,Mathematics and statistics,6,9,5,Yes - broadband connection,Internet chat or instant messaging,59,45,0.4,0.1,1,0.5,0,2,2,3,2,0,16,0,Some,Some college,Other,Freeze time,Happy,Friend,Health
USA,TN,2020,6,Female,12,Right-Handed,59.5,20,150,1.5,Car,5,43,40,Dancing,1000,800,900,Very,Not,Very,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TN,2020,6,Male,12,Right-Handed,160.2,24,157,1,Car,5,0.74,62,Baseball/Softball,800,300,500,500,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MI,2020,9,Female,15,Right-Handed,165.1,17.78,158,1,Car,45,0.0712,59,Other,1000,900,1000,900,300,100,17.78,Same length,7,6,Index finger,September,Summer,Yes,No,Pizza/Pasta,Water,Science,5,9,5,Yes - other,Text messaging,15,20,7,1,10,8,6,0,5,5,5,0,0,4,A lot,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Relative,Environment
USA,OH,2020,11,Female,17,Right-Handed,5'9,23.5,171,1,Bus,15,0.385,61,Basketball,0,0,1000,1000,0,1000,23.5,Same length,3.1,2.9,Index finger,May,Spring,Yes,,Pizza/Pasta,Sports drink,Other,3,5,6,Yes - other,"Myspace, Facebook, other social networking sites, or blog",2,6,0,9,2,0,2,,,,,,,,,,,,,,
USA,MI,2020,9,Female,14,Right-Handed,159,23,64,1,Car,25,1.152,39,Other,500,800,400,500,300,300,22,Right foot,64,67,Ring finger,August,Summer,,No,Desserts,Water,History,6,9,3,Yes - other,Text messaging,40,40,10,7,9,16,7,1,10,6,9,4,1,4,Some,Other,Rock and roll,Fly,Happy,Relative,International aid
USA,TN,2020,6,Male,11,Right-Handed,155,21,150,1.5,Car,26,0.762,51,Other,1000,900,700,700,50,500,21,Same length,75,77,Ring finger,June,Summer,Yes,No,Seafood,Water,Other,10,9,4,Yes - broadband connection,In person,0,4,7,03-Jan,1 1/2,02-Jan,1,2,0,10-Jan,9,5,0,05-Jan,A lot,Other,Pop,Fly,Happy,Other,Environment
USA,OH,2020,11,Female,18,Right-Handed,5'7,26,17,2,Car,20,0.829,51,Dancing,455,1000,1000,706,70,337,,Right foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,RI,2020,12,Male,18,Right-Handed,172,29,190,2,Car,5,0.33,52,Basketball,800,800,1000,800,400,300,29,Same length,110,90,Index finger,March,Winter,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,7,8,5,Yes - broadband connection,Text messaging,100,90,15,5,3,2,5,5,7,15,20,0,25,5,Very little,Graduate degree,Rap/Hip hop,Invisibility,Happy,Relative,"Wildlife, animals"
USA,TN,2020,6,Female,12,Right-Handed,172.7,25.4,174,2,Car,4,0.189,48,Baseball/Softball,10,10,10,10,10,,25.4,Same length,111.6,111.6,Same length,August,Summer,Yes,Yes,Salads,Tea,Art,8or9,14,4,Yes - other,Internet chat or instant messaging,102,1104,11,12,14,0,17,18,13,18,11,11,4,8,A lot,Less than high school,Jazz,Fly,Famous,Sports person,"Arts, culture, sports"
USA,OH,2020,7,Male,11,Right-Handed,154,23,152,1,Bus,8,276,38,Baseball/Softball,802,652,1000,840,332,834,24,Left foot,80,76,Index finger,March,Summer,Yes,No,Soups,Water,Physical education,10,8,3,Yes - broadband connection,Text messaging,25,40,4,0,2,4,8,8,0,5,40,25,0,1,Very little,Graduate degree,Pop,Freeze time,Rich,Sports person,"Wildlife, animals"
USA,AZ,2020,12,Male,16,Right-Handed,74,33,185,1,Bus,39,0.3,48,Football (American),,,,,,,33,Same length,100,190,Ring finger,February,Summer,No,No,Pizza/Pasta,Water,Other,7,10,5,Yes - other,Cell phone,130,120,20,1,0,3,15,0,30,50,150,2,8,4,Some,Some college,Rap/Hip hop,Telepathy,Rich,Friend,"Wildlife, animals"
USA,MD,2020,11,Male,17,Right-Handed,178,28,174,2,Car,30,0.372,49,Other,900,900,900,900,900,1000,26,Right foot,82,72,Index finger,January,Summer,Yes,No,Meat,Water,Science,7,9,3,Yes - broadband connection,Internet chat or instant messaging,100,500,10,2,10,7,6,2,20,10,40,3,0,10,Some,Graduate degree,Classical,Freeze time,Healthy,Teacher,"Arts, culture, sports"
USA,CA,2020,12,Male,17,Right-Handed,167.6,22.86,,2,Car,20,0.416,44,Running/Jogging,834,791,1000,818,647,845,22.86,Same length,88.9,60,Index finger,June,Winter,No,No,No favorite,Water,Physical education,7,9,8,Yes - broadband connection,Internet chat or instant messaging,13,9,22,25,5,6,18,3,35,26,56,35,0,27,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Business person,Health
USA,CA,2020,9,Male,15,Right-Handed,180,26,178,1,Rail (Train/Tram/Subway),30,0.456,47,None,200,100,300,200,600,800,26,Same length,87,90,Ring finger,November,Summer,No,No,Meat,Tea,Mathematics and statistics,7,10,5,Yes - broadband connection,In person,0,0,3,0,5,1,3,35,0,0.5,25,0,0,0,Some,Other,Other,Freeze time,Happy,Other,"Arts, culture, sports"
USA,PA,2020,11,Female,17,Left-Handed,157.5,23,151,1,Bus,25,0.496,42,Baseball/Softball,500,40,30,400,10,900,23,Same length,,,Same length,October,Fall,No,No,Pizza/Pasta,Juice,History,5,,,,,,,,,,,,,,,,,,,Some,High school,Rap/Hip hop,Telepathy,Rich,Sports person,"Arts, culture, sports"
USA,AZ,2020,12,Male,16,Right-Handed,175.2,31,72,1,Car,20,0.305,36,Basketball,90,90,90,45,25,40,31,,105,10.7,,July,Spring,Yes,No,Seafood,Coffee,Other,4,6,3,Yes - broadband connection,Internet chat or instant messaging,1,1,20,0.5`,1,5,4,18,2,1,22,0.25,25,7,Very little,High school,Heavy metal,Freeze time,Healthy,Community leader or elder,Health
USA,CA,2020,11,Female,16,Right-Handed,158,23,162,2,Car,7,0.4,42,Other,529,594,642,540,936,1000,23,Same length,68,62,Index finger,February,Fall,No,No,Seafood,Milk,Science,5,9,4,Yes - broadband connection,In person,44,78,7,6,5,4,0,0,0,12,8,0,0,0,A lot,Graduate degree,Pop,Freeze time,Healthy,Friend,Health
USA,CA,2020,7,Female,12,Right-Handed,5'6,7 1/2,168cm,2,Walk,5,0.492,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2020,12,Male,18,Right-Handed,186,26,183,2,Car,7,0.475,88,Football (American),1000,503,807,497,155,610,24,Right foot,10,11,Ring finger,September,Fall,No,No,Poultry,Sports drink,Physical education,7,9,2,Yes - other,Cell phone,9,10,18,1,0,6,1,5,9,9,9,5,25,2,Some,Some college,Rap/Hip hop,Fly,Healthy,Musician or singer,Health
USA,NC,2020,12,Male,16,Right-Handed,177.8,27.9,172.7,1,Car,10,0.635,40,Baseball/Softball,400,300,300,300,200,500,27.9,Same length,177.8,101.6,Ring finger,March,Summer,Yes,No,Meat,Water,History,6,8,4,Yes - other,In person,31,29,10,7,7,5,12,2,4,5,3,2,0,1,A lot,Graduate degree,Pop,Super strength,Happy,Sports person,Other
USA,CA,2020,12,Male,19,Right-Handed,175,25,170,2,Car,45,0.394,58,Tennis,985,829,775,845,770,935,24,Right foot,76.2,76.2,Same length,August,Winter,No,No,Seafood,Water,Social studies,8,9,3,Yes - broadband connection,Text messaging,8,10,4,1,6,13,5,4,8,2,20,5,0,1.5,Some,Undergraduate degree,Rock and roll,Fly,Happy,Politician,Education/Youth development
USA,TN,2020,12,Male,17,Right-Handed,195,32,196,1,Car,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2020,11,Female,16,Right-Handed,160,24,163,3,Car,10,0.586,35,Other,433,471,749,973,983,1000,24,Same length,68,75,Ring finger,December,Summer,No,No,Seafood,Water,Science,6,8,4,Yes - broadband connection,Text messaging,90,200,2,10,30,5,6,0,10,8,7,5,0,8,Some,Graduate degree,Pop,Invisibility,Happy,Doctor or nurse,Health
USA,NC,2020,11,Male,16,Left-Handed,170,27,153,1,Car,8,0.325,45,Running/Jogging,1000,722,610,684,257,492,26,Right foot,89,108,Ring finger,August,Winter,No,No,Meat,Water,Science,7,9,5,Yes - other,Text messaging,22,43,6,1,11,20,8,18,17,4,24,30,10,2,A lot,Undergraduate degree,Pop,Freeze time,Happy,Actor,"Wildlife, animals"
USA,NY,2020,12,Female,17,Right-Handed,170,23,178,2,Rail (Train/Tram/Subway),65,0.367,41***,Walking/Hiking,900,600,400,700,1000,1000,24,Left foot,75,70,Index finger,July,Fall,No,No,Breads/Sandwiches,Water,Science,8,10,4,Yes - broadband connection,Text messaging,4,5,1,3,4,0,0,0,10,2,14,0,0,1,Some,Undergraduate degree,Rhythm and blues (R&B),Invisibility,Healthy,Other,"Wildlife, animals"
USA,OR,2020,11,Female,17,Right-Handed,162,20,160,1,Car,5,0.572,41,Swimming,800,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2020,12,Female,17,Right-Handed,151,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2020,7,Male,13,Right-Handed,167,28,165,1,Car,5,0.237,39,Baseball/Softball,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AZ,2020,12,Male,18,Right-Handed,78,26,183,1,Car,19,0.562,73,Walking/Hiking,428,193,722,128,316,364,27,Left foot,9,8,Same length,November,Fall,Yes,No,Meat,Soft drink (caffeinated),History,5,7,3,Yes - other,Text messaging,1,1,0,0,1,3,2,0,0,4,1,4,0,2,Some,High school,Heavy metal,Telepathy,Healthy,Musician or singer,Education/Youth development
USA,AZ,2020,12,Male,18,Ambidextrous,"5,11",29,93.5,4,Bus,60min,3,3,Soccer,893,893,888,695,497,417,29,Same length,6,4,Index finger,September,Spring,No,No,No favorite,Sports drink,Music,6,10,4,Yes - other,Cell phone,3,4,3 hrs,0,1hr,24-Jul,2hr,2hr,1hr,24-Jul,2hr,2hr,3hrs,24-Jul,Some,Some college,Other,Freeze time,Happy,Musician or singer,"Wildlife, animals"
USA,NY,2020,12,Male,17,Right-Handed,180,29,180,2,Rail (Train/Tram/Subway),50,0.322,36,Football (American),535,600,450,520,500,500,29,Same length,89,95,Ring finger,May,Summer,No,No,No favorite,Water,History,6,10,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",30,90,10,1,15,4,4,6,20,2,20,7,0,5,Some,Graduate degree,Jazz,Super strength,Happy,Community leader or elder,Education/Youth development
USA,OH,2020,7,Female,12,Right-Handed,153,22,171,3,Car,30,0.35,56,Bowling,400,200,1000,800,600,0,22,Same length,90,8,Index finger,November,Summer,No,No,Other,Water,Mathematics and statistics,9,10,4,Yes - broadband connection,E-mail,None,One,0,1,02-Jan,2,1,2,1,0,3,1,2,0,Some,Graduate degree,Other,Fly,Healthy,Other,Other
USA,AZ,2020,12,Male,16,Right-Handed,168,165,185,1,,35,0.294,43,None,834,872,856,893,48,70,22,Same length,30,25,Same length,May,Summer,No,No,Meat,Water,Computers and technology,7,9,7,Yes - other,Internet chat or instant messaging,5,6,45,2,0,14,1,50,10,9,60,9,0,0,Some,Less than high school,Rap/Hip hop,Freeze time,Rich,Business person,Environment
USA,CA,2020,7,Female,12,Right-Handed,4.11,24cm,130,2,Walk,30,2.012,74,Soccer,1000,503,1000,652,5,5,23,Right foot,70,60,Index finger,September,Spring,Yes,No,Seafood,Water,Physical education,8,6,4,Yes - broadband connection,In person,202,102,5,2,1,7,3,0,24,1,1,1,0,0,Very little,Some college,Rap/Hip hop,Telepathy,Famous,Relative,"Wildlife, animals"
USA,OH,2020,12,Male,17,Right-Handed,5'8,10,6'0,1,Car,10-May,0.342,64 se,Basketball,5,2,4,8,9,3,10,Same length,4,4,Same length,April,Spring,No,No,Pizza/Pasta,Soft drink (caffeinated),English,5,4,2,Yes - other,Cell phone,8,8,4,1,2,1,4,6,1,1,1,2,7,8,Very little,High school,Rap/Hip hop,Freeze time,Rich,Sports person,Health
USA,AZ,2020,12,Female,17,Right-Handed,170,25,171,1,Car,15,0.782,60,Running/Jogging,1000,1000,1000,1000,155,476,26,Left foot,7,7,Same length,September,Fall,No,No,Meat,Water,Science,7,9,3,Yes - broadband connection,Cell phone,100,120,10,15,0,6,0,7,9,9,48,9,0,15,A lot,High school,Pop,Telepathy,Healthy,Friend,Environment
USA,MO,2020,11,Female,18,Left-Handed,152,21,127,2,Car,5,0.337,62,Walking/Hiking,900,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2020,12,Male,17,Right-Handed,155.7,25.4,74,1,Car,5,0.419,70,Football (American),1000,1000,500,800,700,1000,,Same length,70,50,Same length,April,Spring,No,No,Meat,Water,Mathematics and statistics,8,12,5,Yes - broadband connection,Cell phone,50,50,5,5,1,0,3,2,5,5,24,2,30,0,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Religious figure,Environment
USA,CA,2020,12,Male,17,Left-Handed,154,24,182,0,Car,10,0.704,43,Football (American),,,,,,,24,Same length,8,7,Same length,May,Summer,Yes,No,Pizza/Pasta,Water,History,8,12,7,Yes - broadband connection,In person,12,20,0,2,1,1,2,1,0,1,0,1,0,0,Some,Graduate degree,Rap/Hip hop,Super strength,Healthy,Sports person,"Arts, culture, sports"
